respuesta_id,fecha,canal,region,segmento_cliente,nps_score,satisfaccion,tiempo_resolucion_dias,comentario
307,2024-03-02,App,Este,VIP,8,4,1.7,"El servicio estuvo bien, sin más."
308,2024-03-03,App,Oeste,Recurrente,7,3,2.3,Podría mejorar los tiempos de espera.
309,2024-03-03,App,Norte,Recurrente,8,4,3.9,Cumplió lo básico.
310,2024-03-03,App,Norte,Nuevo,6,3,3.3,"Pésima atención, no lo recomiendo."
311,2024-03-04,Web,Oeste,Nuevo,8,4,1.7,Ni bueno ni malo.
312,2024-03-03,Sucursal,Sur,Nuevo,6,4,3.9,El proceso fue confuso y lento.
313,2024-03-06,Call Center,Norte,Recurrente,2,2,4.6,El proceso fue confuso y lento.
314,2024-03-01,Sucursal,Este,VIP,9,5,4.2,El equipo fue muy amable y claro.
315,2024-03-06,Sucursal,Este,VIP,9,4,4.3,Todo funcionó como esperaba.
316,2024-03-06,Sucursal,Oeste,Recurrente,7,4,4.2,Cumplió lo básico.
317,2024-03-06,App,Centro,Nuevo,8,4,1.1,Ni bueno ni malo.
318,2024-03-04,App,Oeste,VIP,7,4,3.8,"El servicio estuvo bien, sin más."
319,2024-03-05,Call Center,Norte,Recurrente,4,3,3,"Mala comunicación, muy frustrante."
320,2024-03-08,Web,Oeste,Nuevo,7,4,3.1,Ni bueno ni malo.
321,2024-03-03,App,Sur,Recurrente,6,3,1.7,No resolvieron mi problema.
322,2024-03-05,Call Center,Este,Recurrente,3,3,3.6,Tuve que esperar demasiado tiempo.
323,2024-03-08,Sucursal,Este,Recurrente,8,4,1.5,"El servicio estuvo bien, sin más."
324,2024-03-08,App,Sur,VIP,7,4,4.7,Ni bueno ni malo.
325,2024-03-05,Web,Este,Recurrente,7,4,4.9,Ni bueno ni malo.
326,2024-03-09,Call Center,Norte,Nuevo,4,3,4.5,"Pésima atención, no lo recomiendo."
327,2024-03-09,App,Sur,Recurrente,8,4,4.1,Cumplió lo básico.
328,2024-03-05,App,Oeste,Nuevo,8,5,5,"El servicio estuvo bien, sin más."
329,2024-03-05,App,Norte,Nuevo,7,3,2.9,Ni bueno ni malo.
330,2024-03-05,Sucursal,Norte,Nuevo,8,5,2.6,Cumplió lo básico.
331,2024-03-07,App,Centro,VIP,8,4,1.3,"El servicio estuvo bien, sin más."
332,2024-03-07,Call Center,Oeste,Nuevo,5,3,5.4,"Mala comunicación, muy frustrante."
333,2024-03-10,App,Este,Recurrente,8,5,3.5,Cumplió lo básico.
334,2024-03-06,Web,Centro,VIP,9,5,4.9,El equipo fue muy amable y claro.
335,2024-03-11,App,Norte,Nuevo,8,4,1.3,Ni bueno ni malo.
336,2024-03-05,Web,Sur,Recurrente,7,4,1.5,Cumplió lo básico.
337,2024-03-12,Web,Oeste,Recurrente,6,4,2.7,El proceso fue confuso y lento.
338,2024-03-11,App,Este,Nuevo,7,4,1.8,"El servicio estuvo bien, sin más."
339,2024-03-12,Call Center,Norte,VIP,6,3,5.3,"Pésima atención, no lo recomiendo."
340,2024-03-09,Web,Este,VIP,6,3,1.8,"Pésima atención, no lo recomiendo."
341,2024-03-11,App,Sur,Nuevo,8,5,4.6,Podría mejorar los tiempos de espera.
342,2024-03-08,Web,Oeste,Recurrente,7,4,1.4,Ni bueno ni malo.
343,2024-03-11,Web,Oeste,Recurrente,7,3,1.1,Ni bueno ni malo.
344,2024-03-11,Call Center,Este,VIP,4,2,6.2,No resolvieron mi problema.
345,2024-03-09,Sucursal,Oeste,Recurrente,7,4,1.2,Cumplió lo básico.
346,2024-03-07,App,Este,Nuevo,7,4,3.7,Ni bueno ni malo.
347,2024-03-08,Call Center,Centro,VIP,6,3,2.5,No resolvieron mi problema.
348,2024-03-11,Web,Sur,Recurrente,8,4,2.3,"El servicio estuvo bien, sin más."
349,2024-03-12,Web,Centro,Recurrente,7,4,4.5,Podría mejorar los tiempos de espera.
350,2024-03-13,Sucursal,Centro,Recurrente,6,3,4.6,"Mala comunicación, muy frustrante."
351,2024-03-09,App,Oeste,Recurrente,5,3,3.6,No resolvieron mi problema.
352,2024-03-15,Web,Este,VIP,7,4,2.6,Podría mejorar los tiempos de espera.
353,2024-03-12,Sucursal,Oeste,Nuevo,7,4,2.4,Podría mejorar los tiempos de espera.
354,2024-03-09,App,Norte,VIP,7,4,4.2,Podría mejorar los tiempos de espera.
355,2024-03-14,Sucursal,Sur,Nuevo,7,4,4.9,"El servicio estuvo bien, sin más."
356,2024-03-10,Sucursal,Este,Recurrente,7,4,1.5,"El servicio estuvo bien, sin más."
357,2024-03-10,Sucursal,Norte,Recurrente,8,4,3,Ni bueno ni malo.
358,2024-03-16,Call Center,Centro,Recurrente,3,2,4,Tuve que esperar demasiado tiempo.
359,2024-03-11,Sucursal,Este,Nuevo,5,3,39,"Pésima atención, no lo recomiendo."
360,2024-03-16,Web,Sur,Nuevo,7,4,1.6,"El servicio estuvo bien, sin más."
361,2024-03-13,Web,Oeste,Nuevo,6,3,4.1,"Mala comunicación, muy frustrante."
362,2024-03-17,App,Centro,VIP,7,4,1.6,"El servicio estuvo bien, sin más."
363,2024-03-11,App,Norte,Nuevo,8,4,2.9,Cumplió lo básico.
364,2024-03-17,Sucursal,Este,Recurrente,8,4,1.2,"El servicio estuvo bien, sin más."
365,2024-03-15,Call Center,Sur,VIP,4,3,2.8,"Pésima atención, no lo recomiendo."
366,2024-03-16,Sucursal,Centro,Nuevo,7,4,4.4,Podría mejorar los tiempos de espera.
367,2024-03-13,Web,Este,VIP,8,5,3.5,Cumplió lo básico.
368,2024-03-15,Sucursal,Sur,Recurrente,6,3,3.4,El proceso fue confuso y lento.
369,2024-03-16,Web,Oeste,Recurrente,8,5,1.2,Podría mejorar los tiempos de espera.
370,2024-03-13,App,Oeste,Nuevo,7,3,2,Cumplió lo básico.
371,2024-03-13,App,Oeste,Nuevo,8,5,2.7,"El servicio estuvo bien, sin más."
372,2024-03-18,Web,Centro,Recurrente,8,4,4.3,Podría mejorar los tiempos de espera.
373,2024-03-15,App,Oeste,Recurrente,8,5,3.8,Cumplió lo básico.
374,2024-03-14,Call Center,Norte,Recurrente,3,2,3.7,No resolvieron mi problema.
375,2024-03-17,Web,Este,Nuevo,8,4,4.6,Ni bueno ni malo.
376,2024-03-18,Sucursal,Sur,VIP,7,4,3.8,Ni bueno ni malo.
377,2024-03-19,Web,Sur,Recurrente,8,4,1,Ni bueno ni malo.
378,2024-03-14,Web,Sur,VIP,8,4,1.1,"El servicio estuvo bien, sin más."
379,2024-03-19,Call Center,Norte,VIP,5,3,2.6,El proceso fue confuso y lento.
380,2024-03-16,Sucursal,Norte,VIP,8,4,2.1,"El servicio estuvo bien, sin más."
381,2024-03-20,App,Oeste,VIP,7,4,4.9,Ni bueno ni malo.
382,2024-03-18,Call Center,Norte,VIP,5,3,4.2,No resolvieron mi problema.
383,2024-03-19,Web,Sur,Nuevo,8,5,4.4,Ni bueno ni malo.
384,2024-03-19,Web,Oeste,Recurrente,6,4,3,"Mala comunicación, muy frustrante."
385,2024-03-18,Sucursal,Oeste,Nuevo,7,3,28,Ni bueno ni malo.
386,2024-03-18,App,Este,Nuevo,8,4,2.7,"El servicio estuvo bien, sin más."
387,2024-03-22,Web,Norte,Nuevo,7,4,1.3,Ni bueno ni malo.
388,2024-03-19,Web,Norte,VIP,9,4,1.7,Gran experiencia de principio a fin.
389,2024-03-17,App,Centro,Recurrente,8,5,1.1,Cumplió lo básico.
390,2024-03-19,Sucursal,Oeste,Recurrente,8,4,4.5,Cumplió lo básico.
391,2024-03-20,Sucursal,Oeste,VIP,9,5,4.7,"Muy buena atención, resolvieron rápido."
392,2024-03-20,Call Center,Norte,VIP,5,4,4.3,"Pésima atención, no lo recomiendo."
393,2024-03-21,Call Center,Sur,VIP,6,4,5.4,"Pésima atención, no lo recomiendo."
394,2024-03-19,App,Este,Nuevo,7,4,4.9,Cumplió lo básico.
395,2024-03-22,Call Center,Norte,Nuevo,5,3,4.3,"Mala comunicación, muy frustrante."
396,2024-03-19,Sucursal,Centro,Recurrente,6,3,2.6,"Mala comunicación, muy frustrante."
397,2024-03-23,Call Center,Este,Nuevo,4,3,2.8,"Pésima atención, no lo recomiendo."
398,2024-03-23,Sucursal,Norte,VIP,8,4,3.9,Podría mejorar los tiempos de espera.
399,2024-03-22,Sucursal,Norte,Nuevo,7,4,3.5,Cumplió lo básico.
400,2024-03-21,Call Center,Sur,Nuevo,3,2,6.5,"Pésima atención, no lo recomiendo."
401,2024-03-22,App,Sur,Nuevo,6,4,1.4,El proceso fue confuso y lento.
402,2024-03-19,Call Center,Este,Nuevo,4,2,3.2,"Pésima atención, no lo recomiendo."
403,2024-03-20,Web,Oeste,VIP,9,5,2.9,Gran experiencia de principio a fin.
404,2024-03-22,Sucursal,Este,Nuevo,8,4,2.1,Podría mejorar los tiempos de espera.
405,2024-03-25,Call Center,Centro,Recurrente,3,3,5.6,Tuve que esperar demasiado tiempo.
406,2024-03-25,Sucursal,Sur,Nuevo,6,4,2.1,"Pésima atención, no lo recomiendo."
407,2024-03-23,App,Norte,Nuevo,8,4,5,Cumplió lo básico.
408,2024-03-20,App,Norte,Nuevo,6,4,1.8,El proceso fue confuso y lento.
409,2024-03-26,Call Center,Norte,VIP,4,3,3,No resolvieron mi problema.
410,2024-03-22,Call Center,Centro,VIP,4,3,2.7,No resolvieron mi problema.
411,2024-03-23,Web,Norte,Nuevo,7,3,1.7,"El servicio estuvo bien, sin más."
412,2024-03-24,Sucursal,Este,Recurrente,7,4,4.2,"El servicio estuvo bien, sin más."
413,2024-03-26,App,Centro,VIP,8,5,1.6,"El servicio estuvo bien, sin más."
414,2024-03-24,Web,Norte,Nuevo,6,3,2.9,"Mala comunicación, muy frustrante."
415,2024-03-27,Sucursal,Oeste,Nuevo,8,4,1.2,Podría mejorar los tiempos de espera.
416,2024-03-25,Sucursal,Oeste,Recurrente,6,3,1.3,Tuve que esperar demasiado tiempo.
417,2024-03-22,Call Center,Sur,Nuevo,5,3,5.9,"Mala comunicación, muy frustrante."
418,2024-03-24,Call Center,Norte,Nuevo,5,4,4.8,"Mala comunicación, muy frustrante."
419,2024-03-23,Call Center,Norte,Recurrente,5,3,4.7,Tuve que esperar demasiado tiempo.
420,2024-03-23,Web,Este,Recurrente,7,4,1,Ni bueno ni malo.
421,2024-03-24,Call Center,Este,Recurrente,4,2,3.3,El proceso fue confuso y lento.
422,2024-03-28,App,Oeste,VIP,7,4,2.4,Podría mejorar los tiempos de espera.
423,2024-03-23,Sucursal,Norte,Recurrente,7,4,4,"El servicio estuvo bien, sin más."
424,2024-03-25,App,Centro,VIP,8,4,3.5,"El servicio estuvo bien, sin más."
425,2024-03-30,Sucursal,Sur,Recurrente,6,4,1.8,No resolvieron mi problema.
426,2024-03-30,App,Centro,Nuevo,8,4,4.2,"El servicio estuvo bien, sin más."
427,2024-03-28,Web,Oeste,Nuevo,8,4,3.4,Ni bueno ni malo.
428,2024-03-26,App,Centro,Nuevo,6,4,4.5,Tuve que esperar demasiado tiempo.
429,2024-03-26,Call Center,Centro,VIP,4,3,6.1,"Pésima atención, no lo recomiendo."
430,2024-03-30,Web,Centro,VIP,8,4,4.6,"El servicio estuvo bien, sin más."
431,2024-03-31,App,Norte,Recurrente,7,4,44,"El servicio estuvo bien, sin más."
432,2024-03-31,Sucursal,Centro,VIP,7,4,4.6,Cumplió lo básico.
433,2024-03-31,Web,Norte,Nuevo,6,3,4.1,No resolvieron mi problema.
434,2024-03-28,App,Oeste,VIP,7,4,4.5,Podría mejorar los tiempos de espera.
435,2024-03-27,Web,Este,Nuevo,9,4,2.8,El equipo fue muy amable y claro.
436,2024-03-27,Web,Sur,VIP,7,4,4.1,"El servicio estuvo bien, sin más."
437,2024-03-29,Call Center,Centro,Recurrente,4,2,2.7,"Mala comunicación, muy frustrante."
438,2024-03-30,Sucursal,Centro,VIP,9,4,3.3,El equipo fue muy amable y claro.
439,2024-03-31,Sucursal,Sur,Recurrente,6,3,3.3,No resolvieron mi problema.
440,2024-03-27,Web,Este,Recurrente,7,4,2.2,Ni bueno ni malo.
441,2024-04-02,App,Este,Recurrente,7,4,1.1,Cumplió lo básico.
442,2024-03-29,Sucursal,Centro,Nuevo,6,3,4.8,El proceso fue confuso y lento.
443,2024-04-02,Web,Oeste,Recurrente,8,4,2.5,"El servicio estuvo bien, sin más."
444,2024-03-31,Call Center,Sur,VIP,6,4,4.5,El proceso fue confuso y lento.
445,2024-04-03,Sucursal,Oeste,Recurrente,6,3,3.5,El proceso fue confuso y lento.
446,2024-04-02,Web,Este,Recurrente,7,4,5,Ni bueno ni malo.
447,2024-04-02,Web,Oeste,Nuevo,7,4,4.3,Cumplió lo básico.
448,2024-04-03,App,Oeste,VIP,9,4,2.5,El equipo fue muy amable y claro.
449,2024-03-31,App,Oeste,VIP,8,4,4.7,Podría mejorar los tiempos de espera.
450,2024-04-04,App,Centro,Recurrente,6,3,3.8,Tuve que esperar demasiado tiempo.
451,2024-03-30,Sucursal,Este,Recurrente,7,4,4.8,Cumplió lo básico.
452,2024-04-03,App,Centro,VIP,7,4,4.7,Podría mejorar los tiempos de espera.
453,2024-04-04,Call Center,Norte,Nuevo,4,2,6,El proceso fue confuso y lento.
454,2024-04-02,App,Oeste,VIP,8,4,1.3,Cumplió lo básico.
455,2024-04-02,Web,Centro,Recurrente,7,3,3.9,"El servicio estuvo bien, sin más."
456,2024-04-02,Web,Oeste,Nuevo,7,4,43,Podría mejorar los tiempos de espera.
457,2024-03-30,App,Centro,Nuevo,7,4,3.5,"El servicio estuvo bien, sin más."
458,2024-04-05,App,Norte,Recurrente,6,3,3.9,No resolvieron mi problema.
459,2024-03-30,Call Center,Norte,VIP,5,3,4.7,El proceso fue confuso y lento.
460,2024-04-04,Web,Norte,Recurrente,6,4,2.4,"Mala comunicación, muy frustrante."
461,2024-04-06,App,Sur,Recurrente,7,4,2.6,"El servicio estuvo bien, sin más."
462,2024-04-01,Sucursal,Norte,Nuevo,8,5,4.7,Podría mejorar los tiempos de espera.
463,2024-04-04,Sucursal,Este,VIP,7,4,1.7,Ni bueno ni malo.
464,2024-04-04,Web,Centro,VIP,7,4,2.6,Podría mejorar los tiempos de espera.
465,2024-04-03,Call Center,Este,Recurrente,3,2,5.9,"Pésima atención, no lo recomiendo."
466,2024-04-01,Sucursal,Oeste,Recurrente,8,4,4.1,Podría mejorar los tiempos de espera.
467,2024-04-01,Call Center,Este,VIP,6,3,25,"Mala comunicación, muy frustrante."
468,2024-04-01,App,Norte,Nuevo,8,4,1.5,Ni bueno ni malo.
469,2024-04-01,App,Norte,Recurrente,7,4,3.8,Ni bueno ni malo.
470,2024-04-04,Call Center,Oeste,Recurrente,3,2,2.6,Tuve que esperar demasiado tiempo.
471,2024-04-02,Web,Sur,VIP,8,4,2.3,Podría mejorar los tiempos de espera.
472,2024-04-05,App,Norte,VIP,8,4,4.4,Cumplió lo básico.
473,2024-04-08,Call Center,Sur,Recurrente,5,3,6,"Pésima atención, no lo recomiendo."
474,2024-04-06,Call Center,Sur,Nuevo,5,3,4.9,El proceso fue confuso y lento.
475,2024-04-08,App,Sur,VIP,8,4,2.3,Podría mejorar los tiempos de espera.
476,2024-04-07,Web,Oeste,Nuevo,6,3,2.1,"Pésima atención, no lo recomiendo."
477,2024-04-06,Call Center,Sur,Nuevo,4,2,5.3,"Pésima atención, no lo recomiendo."
478,2024-04-06,App,Oeste,Nuevo,6,3,4.4,Tuve que esperar demasiado tiempo.
479,2024-04-03,App,Sur,Recurrente,7,4,37,Cumplió lo básico.
480,2024-04-07,Call Center,Norte,Recurrente,3,2,6.4,El proceso fue confuso y lento.
481,2024-04-09,Call Center,Este,Nuevo,3,2,5.2,Tuve que esperar demasiado tiempo.
482,2024-04-08,Call Center,Centro,Nuevo,5,3,3.9,Tuve que esperar demasiado tiempo.
483,2024-04-04,Sucursal,Este,VIP,7,4,2.1,Podría mejorar los tiempos de espera.
484,2024-04-07,Sucursal,Oeste,Nuevo,7,3,3.6,Ni bueno ni malo.
485,2024-04-06,App,Este,Recurrente,6,3,4.1,"Mala comunicación, muy frustrante."
486,2024-04-08,Sucursal,Sur,Nuevo,6,3,4.5,"Pésima atención, no lo recomiendo."
487,2024-04-07,Call Center,Sur,Nuevo,5,3,3.3,Tuve que esperar demasiado tiempo.
488,2024-04-07,App,Centro,VIP,8,4,1,"El servicio estuvo bien, sin más."
489,2024-04-09,App,Norte,Recurrente,7,3,3.1,Cumplió lo básico.
490,2024-04-06,Call Center,Este,Recurrente,5,3,2.7,No resolvieron mi problema.
491,2024-04-08,Sucursal,Centro,VIP,7,4,4.2,Podría mejorar los tiempos de espera.
492,2024-04-10,Sucursal,Centro,VIP,7,4,1.1,Cumplió lo básico.
493,2024-04-07,Call Center,Este,Nuevo,4,3,6.4,Tuve que esperar demasiado tiempo.
494,2024-04-08,Web,Sur,Recurrente,7,4,4.6,Cumplió lo básico.
495,2024-04-07,Web,Norte,Nuevo,6,3,1.2,No resolvieron mi problema.
496,2024-04-12,App,Este,VIP,8,4,3.8,"El servicio estuvo bien, sin más."
497,2024-04-12,Web,Este,Recurrente,7,4,1.2,Cumplió lo básico.
498,2024-04-08,Sucursal,Oeste,Nuevo,8,4,2.6,"El servicio estuvo bien, sin más."
499,2024-04-10,Web,Centro,Recurrente,8,4,4.9,Cumplió lo básico.
500,2024-04-11,Call Center,Oeste,Recurrente,5,3,2.6,El proceso fue confuso y lento.
501,2024-04-14,Web,Sur,Recurrente,8,4,4.3,Cumplió lo básico.
502,2024-04-13,Web,Oeste,Recurrente,7,4,3.3,Cumplió lo básico.
503,2024-04-10,Web,Este,Nuevo,8,5,3.3,"El servicio estuvo bien, sin más."
504,2024-04-15,Web,Oeste,Recurrente,7,4,1.2,Podría mejorar los tiempos de espera.
505,2024-04-13,Call Center,Oeste,VIP,6,3,3.5,"Pésima atención, no lo recomiendo."
506,2024-04-15,Web,Este,Recurrente,6,3,2.7,"Mala comunicación, muy frustrante."
507,2024-04-15,Sucursal,Oeste,Recurrente,8,4,4.3,Ni bueno ni malo.
508,2024-04-15,Web,Sur,Recurrente,8,4,3.9,Podría mejorar los tiempos de espera.
509,2024-04-11,Web,Oeste,Nuevo,8,4,2.4,Cumplió lo básico.
510,2024-04-16,Call Center,Centro,Nuevo,3,3,6.2,Tuve que esperar demasiado tiempo.
511,2024-04-12,Sucursal,Este,VIP,8,4,4,Podría mejorar los tiempos de espera.
512,2024-04-14,Sucursal,Este,VIP,9,5,1.3,"Excelente servicio, volvería a comprar."
513,2024-04-12,Web,Sur,Nuevo,6,3,1.4,No resolvieron mi problema.
514,2024-04-14,App,Norte,Recurrente,6,3,1.4,"Mala comunicación, muy frustrante."
515,2024-04-12,App,Norte,Recurrente,8,5,2.4,Ni bueno ni malo.
516,2024-04-11,Call Center,Este,Nuevo,4,2,2.8,El proceso fue confuso y lento.
517,2024-04-12,Sucursal,Oeste,VIP,7,4,3.1,Podría mejorar los tiempos de espera.
518,2024-04-15,App,Centro,VIP,8,5,4.8,Ni bueno ni malo.
519,2024-04-18,Call Center,Sur,Nuevo,5,3,5,Tuve que esperar demasiado tiempo.
520,2024-04-13,Sucursal,Norte,Nuevo,8,5,4,Cumplió lo básico.
521,2024-04-16,Web,Oeste,Nuevo,6,4,3.5,Tuve que esperar demasiado tiempo.
522,2024-04-15,Web,Sur,Recurrente,8,4,2.9,Cumplió lo básico.
523,2024-04-13,Web,Norte,Nuevo,7,3,3.2,"El servicio estuvo bien, sin más."
524,2024-04-19,App,Sur,Recurrente,8,4,1.4,"El servicio estuvo bien, sin más."
525,2024-04-18,Web,Sur,Nuevo,7,4,2.5,"El servicio estuvo bien, sin más."
526,2024-04-13,App,Sur,VIP,9,5,3.6,Todo funcionó como esperaba.
527,2024-04-14,Call Center,Este,VIP,5,3,3,"Pésima atención, no lo recomiendo."
528,2024-04-15,Sucursal,Sur,VIP,8,4,1.4,"El servicio estuvo bien, sin más."
529,2024-04-18,Sucursal,Oeste,VIP,8,4,4.2,Ni bueno ni malo.
530,2024-04-16,Sucursal,Norte,VIP,7,4,2.9,Ni bueno ni malo.
531,2024-04-20,App,Oeste,Recurrente,7,3,2.6,Cumplió lo básico.
532,2024-04-16,App,Centro,VIP,9,5,4.1,"Muy buena atención, resolvieron rápido."
533,2024-04-14,Call Center,Oeste,VIP,5,3,6.1,Tuve que esperar demasiado tiempo.
534,2024-04-16,Web,Este,Recurrente,7,3,5,Cumplió lo básico.
535,2024-04-16,App,Oeste,Recurrente,6,3,2.3,"Mala comunicación, muy frustrante."
536,2024-04-15,Call Center,Norte,Nuevo,5,3,3,El proceso fue confuso y lento.
537,2024-04-16,Call Center,Este,VIP,6,3,5.1,Tuve que esperar demasiado tiempo.
538,2024-04-20,Sucursal,Oeste,VIP,7,4,1.7,Podría mejorar los tiempos de espera.
539,2024-04-17,App,Norte,Nuevo,7,4,4.7,Cumplió lo básico.
540,2024-04-19,Web,Norte,Recurrente,7,4,1.5,Podría mejorar los tiempos de espera.
541,2024-04-16,Sucursal,Oeste,Recurrente,9,5,1.4,Todo funcionó como esperaba.
542,2024-04-16,Sucursal,Este,VIP,9,4,1.1,Gran experiencia de principio a fin.
543,2024-04-21,Call Center,Sur,VIP,5,3,3.2,"Pésima atención, no lo recomiendo."
544,2024-04-20,Web,Oeste,Nuevo,9,4,4.3,Todo funcionó como esperaba.
545,2024-04-20,Call Center,Centro,VIP,6,4,3.2,"Pésima atención, no lo recomiendo."
546,2024-04-23,App,Centro,Recurrente,6,4,3.1,"Mala comunicación, muy frustrante."
547,2024-04-17,Call Center,Norte,VIP,4,2,2.9,"Pésima atención, no lo recomiendo."
548,2024-04-19,Sucursal,Centro,VIP,9,5,1.6,"Excelente servicio, volvería a comprar."
549,2024-04-22,Call Center,Este,VIP,4,3,6.3,"Pésima atención, no lo recomiendo."
550,2024-04-21,Call Center,Centro,VIP,6,3,5.3,"Pésima atención, no lo recomiendo."
551,2024-04-18,Sucursal,Oeste,Recurrente,7,4,3.8,Podría mejorar los tiempos de espera.
552,2024-04-22,Call Center,Centro,Nuevo,5,3,3.2,"Mala comunicación, muy frustrante."
553,2024-04-21,App,Centro,Recurrente,7,3,2.5,Ni bueno ni malo.
554,2024-04-24,Call Center,Oeste,Nuevo,4,2,4.7,Tuve que esperar demasiado tiempo.
555,2024-04-24,Web,Centro,Nuevo,6,3,4.8,No resolvieron mi problema.
556,2024-04-24,Call Center,Este,VIP,4,3,5.9,"Mala comunicación, muy frustrante."
557,2024-04-25,Call Center,Centro,VIP,4,2,4.3,"Pésima atención, no lo recomiendo."
558,2024-04-24,Sucursal,Norte,VIP,8,4,1.2,Ni bueno ni malo.
559,2024-04-20,App,Oeste,Nuevo,8,4,4.5,Cumplió lo básico.
560,2024-04-23,App,Oeste,Recurrente,6,4,1.8,"Pésima atención, no lo recomiendo."
561,2024-04-20,Call Center,Este,Recurrente,4,2,3.4,El proceso fue confuso y lento.
562,2024-04-21,Call Center,Sur,Nuevo,4,3,3.4,Tuve que esperar demasiado tiempo.
563,2024-04-21,Web,Sur,Nuevo,6,4,2.9,Tuve que esperar demasiado tiempo.
564,2024-04-27,Sucursal,Oeste,Recurrente,8,5,1.8,"El servicio estuvo bien, sin más."
565,2024-04-27,App,Centro,Nuevo,8,4,3.6,Cumplió lo básico.
566,2024-04-24,Web,Norte,Nuevo,6,4,1.3,Tuve que esperar demasiado tiempo.
567,2024-04-26,Sucursal,Este,Recurrente,6,3,4,El proceso fue confuso y lento.
568,2024-04-28,App,Sur,Recurrente,6,4,4.5,Tuve que esperar demasiado tiempo.
569,2024-04-24,Sucursal,Centro,Recurrente,7,4,4,Ni bueno ni malo.
570,2024-04-24,Sucursal,Este,VIP,7,4,3.4,Podría mejorar los tiempos de espera.
571,2024-04-22,Call Center,Sur,Recurrente,5,3,5.2,El proceso fue confuso y lento.
572,2024-04-26,Call Center,Este,Nuevo,3,2,3.4,El proceso fue confuso y lento.
573,2024-04-26,Sucursal,Oeste,Recurrente,8,4,3,Ni bueno ni malo.
574,2024-04-29,Web,Este,Nuevo,6,4,4.1,No resolvieron mi problema.
575,2024-04-23,Sucursal,Centro,Recurrente,9,5,2,El equipo fue muy amable y claro.
576,2024-04-23,Web,Este,Nuevo,8,4,1.9,Podría mejorar los tiempos de espera.
577,2024-04-25,App,Centro,Nuevo,9,5,4.7,"Excelente servicio, volvería a comprar."
578,2024-04-25,Web,Sur,Nuevo,7,4,3.4,Cumplió lo básico.
579,2024-04-28,Web,Norte,VIP,9,4,3.1,"Muy buena atención, resolvieron rápido."
580,2024-04-25,Web,Norte,Nuevo,6,4,4.6,El proceso fue confuso y lento.
581,2024-04-30,Sucursal,Centro,Recurrente,8,4,1.1,Ni bueno ni malo.
582,2024-04-24,Call Center,Centro,VIP,6,3,3,Tuve que esperar demasiado tiempo.
583,2024-05-01,Web,Centro,VIP,8,4,2.8,"El servicio estuvo bien, sin más."
584,2024-05-01,Sucursal,Sur,VIP,7,4,2,"El servicio estuvo bien, sin más."
585,2024-04-25,Sucursal,Oeste,Recurrente,6,4,4.1,"Mala comunicación, muy frustrante."
586,2024-04-29,App,Centro,Nuevo,8,4,2.2,Cumplió lo básico.
587,2024-05-01,Call Center,Sur,VIP,6,4,2.7,"Pésima atención, no lo recomiendo."
588,2024-04-27,Call Center,Sur,VIP,6,3,3.5,"Mala comunicación, muy frustrante."
589,2024-05-01,App,Norte,Nuevo,7,4,1.8,"El servicio estuvo bien, sin más."
590,2024-05-01,App,Oeste,Recurrente,6,3,1.6,"Mala comunicación, muy frustrante."
591,2024-04-30,App,Este,Nuevo,8,4,2.2,Cumplió lo básico.
592,2024-04-28,Call Center,Centro,VIP,4,2,6.3,No resolvieron mi problema.
593,2024-04-29,Sucursal,Norte,Nuevo,6,4,2.2,"Mala comunicación, muy frustrante."
594,2024-05-02,Web,Norte,Nuevo,7,4,3.6,"El servicio estuvo bien, sin más."
595,2024-05-03,Sucursal,Este,Nuevo,7,3,1.9,Ni bueno ni malo.
596,2024-04-27,App,Sur,Nuevo,7,4,2.1,Podría mejorar los tiempos de espera.
597,2024-04-30,Sucursal,Oeste,Nuevo,7,4,1.3,Cumplió lo básico.
598,2024-04-30,App,Sur,Recurrente,6,3,4.3,"Mala comunicación, muy frustrante."
599,2024-05-04,App,Centro,Nuevo,8,4,4.3,Cumplió lo básico.
600,2024-05-01,Sucursal,Norte,Recurrente,6,4,2.2,Tuve que esperar demasiado tiempo.
601,2024-04-29,Web,Norte,VIP,9,5,3,"Muy buena atención, resolvieron rápido."
602,2024-05-01,Sucursal,Centro,Recurrente,8,4,3.7,Ni bueno ni malo.
603,2024-05-02,Call Center,Norte,Recurrente,5,2,2.8,El proceso fue confuso y lento.
604,2024-05-02,App,Oeste,Recurrente,7,4,4.9,Podría mejorar los tiempos de espera.
605,2024-05-04,App,Norte,Nuevo,7,3,3.3,Cumplió lo básico.
606,2024-05-02,App,Este,Nuevo,9,5,1.7,"Excelente servicio, volvería a comprar."
607,2024-05-05,Web,Centro,VIP,7,3,1,Podría mejorar los tiempos de espera.
608,2024-05-01,Call Center,Norte,VIP,5,3,3.8,"Mala comunicación, muy frustrante."
609,2024-05-06,App,Oeste,Nuevo,8,5,2.4,Cumplió lo básico.
610,2024-04-30,Sucursal,Este,Recurrente,8,5,2.4,Ni bueno ni malo.
611,2024-05-06,Call Center,Este,Recurrente,4,3,4.9,El proceso fue confuso y lento.
612,2024-05-04,Web,Centro,Nuevo,6,4,2.3,El proceso fue confuso y lento.
613,2024-05-06,Web,Norte,VIP,10,5,4.1,Gran experiencia de principio a fin.
614,2024-05-02,Sucursal,Sur,Recurrente,7,4,1.8,Ni bueno ni malo.
