fecha,producto,categoria,unidades,precio_unitario,total,cliente_id,cliente_nuevo
2026-06-26,Smartphone Galaxy Z,Tecnologia,1,2740.33,2740.33,Cliente-0484,False
2026-06-27,Auriculares Pro,Accesorios,4,93.95,375.8,Cliente-0287,True
2026-06-27,Mouse Inalambrico,Accesorios,3,57.53,172.59,Cliente-0109,True
2026-06-28,Disco SSD 1TB,Accesorios,3,143.85,431.55,Cliente-0405,True
2026-06-28,Auriculares Pro,Accesorios,3,90.4,271.2,Cliente-0368,True
2026-06-28,Mouse Inalambrico,Accesorios,2,59.58,119.16,Cliente-0234,True
2026-06-28,Smartphone Galaxy Z,Tecnologia,4,2679.48,10717.92,Cliente-0032,False
2026-06-28,Router WiFi 6,Tecnologia,3,243.04,729.12,Cliente-0173,True
2026-06-28,Disco SSD 1TB,Accesorios,1,152.43,152.43,Cliente-0135,False
2026-06-28,Auriculares Pro,Accesorios,1,91.9,91.9,Cliente-0529,True
2026-06-28,Smartphone Galaxy Z,Tecnologia,1,2873.67,2873.67,Cliente-0280,False
2026-06-29,Tablet 10 pulgadas,Tecnologia,2,707.49,1414.98,Cliente-0361,True
2026-06-29,Silla Ergonomica,Oficina,3,568.18,1704.54,Cliente-0264,True
2026-06-29,Disco SSD 1TB,Accesorios,3,153.41,460.23,Cliente-0152,False
2026-06-29,Laptop Ultra X1,Tecnologia,3,3109.01,9327.03,Cliente-0154,False
2026-06-30,Disco SSD 1TB,Accesorios,4,157.01,628.04,Cliente-0303,False
2026-06-30,Laptop Ultra X1,Tecnologia,3,3224.24,9672.72,Cliente-0588,True
2026-06-30,Monitor 27 4K,Tecnologia,4,934.62,3738.48,Cliente-0028,False
2026-07-01,Impresora LaserJet,Oficina,2,396.28,792.56,Cliente-0488,True
2026-07-01,Mouse Inalambrico,Accesorios,3,60.41,181.23,Cliente-0198,False
2026-07-02,Teclado Mecanico RGB,Accesorios,4,125.39,501.56,Cliente-0381,True
2026-07-02,Teclado Mecanico RGB,Accesorios,1,116.29,116.29,Cliente-0452,False
2026-07-02,Tablet 10 pulgadas,Tecnologia,2,718.83,1437.66,Cliente-0431,False
2026-07-02,Disco SSD 1TB,Accesorios,4,151.72,606.88,Cliente-0017,False
2026-07-03,Auriculares Pro,Accesorios,2,90.41,180.82,Cliente-0329,True
2026-07-03,Mouse Inalambrico,Accesorios,4,59.18,236.72,Cliente-0164,True
2026-07-03,Disco SSD 1TB,Accesorios,3,152.52,457.56,Cliente-0067,False
2026-07-03,Router WiFi 6,Tecnologia,4,250.64,1002.56,Cliente-0420,True
2026-07-03,Laptop Ultra X1,Tecnologia,3,3248.36,9745.08,Cliente-0586,False
2026-07-04,Laptop Ultra X1,Tecnologia,3,3138.08,9414.24,Cliente-0437,True
2026-07-04,Monitor 27 4K,Tecnologia,2,867.68,1735.36,Cliente-0052,True
2026-07-04,Auriculares Pro,Accesorios,4,86.4,345.6,Cliente-0141,False
2026-07-04,Laptop Ultra X1,Tecnologia,2,3223.26,6446.52,Cliente-0154,False
2026-07-04,Smartphone Galaxy Z,Tecnologia,4,2808.08,11232.32,Cliente-0229,True
2026-07-05,Silla Ergonomica,Oficina,4,543.03,2172.12,Cliente-0348,False
2026-07-05,Router WiFi 6,Tecnologia,3,241.56,724.68,Cliente-0307,False
2026-07-05,Auriculares Pro,Accesorios,3,89.24,267.72,Cliente-0563,True
2026-07-06,Mouse Inalambrico,Accesorios,3,59.68,179.04,Cliente-0362,True
2026-07-06,Teclado Mecanico RGB,Accesorios,4,123.92,495.68,Cliente-0528,False
2026-07-06,Router WiFi 6,Tecnologia,4,240.41,961.64,Cliente-0211,True
2026-07-07,Teclado Mecanico RGB,Accesorios,1,114.61,114.61,Cliente-0507,False
2026-07-08,Disco SSD 1TB,Accesorios,3,147.93,443.79,Cliente-0581,True
2026-07-08,Laptop Ultra X1,Tecnologia,2,3244.14,6488.28,Cliente-0054,False
2026-07-08,Auriculares Pro,Accesorios,3,94.09,282.27,Cliente-0310,False
2026-07-08,Auriculares Pro,Accesorios,2,87.98,175.96,Cliente-0116,False
2026-07-08,Monitor 27 4K,Tecnologia,1,908.45,908.45,Cliente-0458,False
2026-07-09,Disco SSD 1TB,Accesorios,4,145.72,582.88,Cliente-0293,True
2026-07-09,Smartphone Galaxy Z,Tecnologia,3,2832.04,8496.12,Cliente-0096,False
2026-07-09,Camara Web HD,Accesorios,3,67.46,202.38,Cliente-0246,False
2026-07-10,Mouse Inalambrico,Accesorios,3,59.9,179.7,Cliente-0416,True
2026-07-10,Auriculares Pro,Accesorios,1,86.92,86.92,Cliente-0426,True
2026-07-10,Camara Web HD,Accesorios,4,68.24,272.96,Cliente-0164,False
2026-07-10,Laptop Ultra X1,Tecnologia,1,3150.84,3150.84,Cliente-0453,False
2026-07-10,Teclado Mecanico RGB,Accesorios,1,125.14,125.14,Cliente-0344,False
2026-07-10,Auriculares Pro,Accesorios,4,93.5,374.0,Cliente-0138,False
2026-07-11,Silla Ergonomica,Oficina,4,560.56,2242.24,Cliente-0377,False
2026-07-11,Mouse Inalambrico,Accesorios,2,62.76,125.52,Cliente-0027,False
2026-07-11,Camara Web HD,Accesorios,2,68.92,137.84,Cliente-0532,True
2026-07-11,Auriculares Pro,Accesorios,4,91.71,366.84,Cliente-0421,False
2026-07-11,Teclado Mecanico RGB,Accesorios,3,121.32,363.96,Cliente-0197,True
2026-07-11,Auriculares Pro,Accesorios,3,88.09,264.27,Cliente-0588,False
2026-07-11,Smartphone Galaxy Z,Tecnologia,4,2841.52,11366.08,Cliente-0191,False
2026-07-11,Laptop Ultra X1,Tecnologia,1,3099.13,3099.13,Cliente-0144,True
2026-07-12,Teclado Mecanico RGB,Accesorios,2,125.49,250.98,Cliente-0490,False
2026-07-12,Silla Ergonomica,Oficina,4,547.17,2188.68,Cliente-0387,True
2026-07-13,Auriculares Pro,Accesorios,1,85.85,85.85,Cliente-0342,False
2026-07-13,Mouse Inalambrico,Accesorios,3,61.14,183.42,Cliente-0303,False
2026-07-13,Laptop Ultra X1,Tecnologia,2,3249.13,6498.26,Cliente-0357,True
2026-07-13,Auriculares Pro,Accesorios,2,92.29,184.58,Cliente-0058,False
2026-07-14,Camara Web HD,Accesorios,4,72.76,291.04,Cliente-0396,True
2026-07-14,Teclado Mecanico RGB,Accesorios,1,119.98,119.98,Cliente-0559,True
2026-07-14,Teclado Mecanico RGB,Accesorios,1,121.16,121.16,Cliente-0272,True
2026-07-15,Mouse Inalambrico,Accesorios,2,60.18,120.36,Cliente-0408,False
2026-07-15,Auriculares Pro,Accesorios,3,86.66,259.98,Cliente-0565,False
2026-07-15,Mouse Inalambrico,Accesorios,3,61.95,185.85,Cliente-0122,True
2026-07-16,Auriculares Pro,Accesorios,3,90.96,272.88,Cliente-0321,True
2026-07-16,Silla Ergonomica,Oficina,4,549.93,2199.72,Cliente-0316,True
2026-07-16,Laptop Ultra X1,Tecnologia,4,3201.74,12806.96,Cliente-0247,True
2026-07-16,Disco SSD 1TB,Accesorios,3,147.47,442.41,Cliente-0113,True
2026-07-16,Smartphone Galaxy Z,Tecnologia,4,2701.38,10805.52,Cliente-0249,True
2026-07-16,Mouse Inalambrico,Accesorios,3,58.93,176.79,Cliente-0061,False
2026-07-16,Router WiFi 6,Tecnologia,2,237.67,475.34,Cliente-0393,True
2026-07-17,Mouse Inalambrico,Accesorios,2,58.03,116.06,Cliente-0346,True
2026-07-17,Disco SSD 1TB,Accesorios,4,155.59,622.36,Cliente-0064,False
2026-07-17,Auriculares Pro,Accesorios,2,89.64,179.28,Cliente-0546,True
2026-07-17,Auriculares Pro,Accesorios,3,86.2,258.6,Cliente-0578,True
2026-07-18,Teclado Mecanico RGB,Accesorios,3,124.22,372.66,Cliente-0179,True
2026-07-18,Smartphone Galaxy Z,Tecnologia,3,2680.59,8041.77,Cliente-0517,False
2026-07-18,Camara Web HD,Accesorios,2,67.89,135.78,Cliente-0522,True
2026-07-18,Silla Ergonomica,Oficina,1,576.74,576.74,Cliente-0484,False
2026-07-19,Auriculares Pro,Accesorios,2,91.01,182.02,Cliente-0089,True
2026-07-19,Router WiFi 6,Tecnologia,4,255.22,1020.88,Cliente-0307,False
2026-07-19,Mouse Inalambrico,Accesorios,1,58.57,58.57,Cliente-0369,True
2026-07-19,Laptop Ultra X1,Tecnologia,4,3255.29,13021.16,Cliente-0316,False
2026-07-19,Laptop Ultra X1,Tecnologia,4,3150.25,12601.0,Cliente-0066,True
2026-07-20,Silla Ergonomica,Oficina,3,557.67,1673.01,Cliente-0059,False
2026-07-20,Camara Web HD,Accesorios,4,68.5,274.0,Cliente-0009,True
2026-07-20,Mouse Inalambrico,Accesorios,1,58.47,58.47,Cliente-0046,True
2026-07-21,Teclado Mecanico RGB,Accesorios,2,119.19,238.38,Cliente-0057,False
2026-07-21,Monitor 27 4K,Tecnologia,4,874.26,3497.04,Cliente-0552,True
2026-07-22,Teclado Mecanico RGB,Accesorios,4,123.82,495.28,Cliente-0150,True
2026-07-22,Mouse Inalambrico,Accesorios,4,60.19,240.76,Cliente-0236,True
2026-07-23,Camara Web HD,Accesorios,4,67.9,271.6,Cliente-0139,True
2026-07-23,Smartphone Galaxy Z,Tecnologia,2,2817.05,5634.1,Cliente-0490,True
2026-07-23,Monitor 27 4K,Tecnologia,1,896.89,896.89,Cliente-0164,False
2026-07-23,Teclado Mecanico RGB,Accesorios,1,124.79,124.79,Cliente-0457,True
2026-07-24,Smartphone Galaxy Z,Tecnologia,4,2915.79,11663.16,Cliente-0121,False
2026-07-24,Laptop Ultra X1,Tecnologia,3,3301.27,9903.81,Cliente-0224,True
2026-07-25,Auriculares Pro,Accesorios,1,88.37,88.37,Cliente-0478,True
2026-07-25,Auriculares Pro,Accesorios,1,89.11,89.11,Cliente-0584,True
2026-07-25,Tablet 10 pulgadas,Tecnologia,2,713.32,1426.64,Cliente-0501,False
2026-07-26,Auriculares Pro,Accesorios,2,86.59,173.18,Cliente-0206,True
2026-07-26,Smartphone Galaxy Z,Tecnologia,4,2667.36,10669.44,Cliente-0568,False
2026-07-26,Auriculares Pro,Accesorios,4,86.84,347.36,Cliente-0528,True
2026-07-26,Laptop Ultra X1,Tecnologia,2,3204.24,6408.48,Cliente-0468,False
2026-07-27,Teclado Mecanico RGB,Accesorios,2,125.67,251.34,Cliente-0076,False
2026-07-27,Smartphone Galaxy Z,Tecnologia,2,2745.15,5490.3,Cliente-0166,True
2026-07-27,Camara Web HD,Accesorios,1,72.28,72.28,Cliente-0030,True
2026-07-27,Router WiFi 6,Tecnologia,3,242.25,726.75,Cliente-0164,False
2026-07-27,Laptop Ultra X1,Tecnologia,1,3353.12,3353.12,Cliente-0475,True
2026-07-28,Disco SSD 1TB,Accesorios,3,146.6,439.8,Cliente-0377,True
2026-07-28,Laptop Ultra X1,Tecnologia,2,3327.58,6655.16,Cliente-0456,True
2026-07-28,Mouse Inalambrico,Accesorios,3,62.85,188.55,Cliente-0134,False
2026-07-28,Smartphone Galaxy Z,Tecnologia,2,2907.09,5814.18,Cliente-0375,True
2026-07-28,Auriculares Pro,Accesorios,3,87.24,261.72,Cliente-0116,True
2026-07-29,Tablet 10 pulgadas,Tecnologia,1,682.54,682.54,Cliente-0565,False
2026-07-30,Disco SSD 1TB,Accesorios,3,154.52,463.56,Cliente-0435,True
2026-07-30,Disco SSD 1TB,Accesorios,2,150.53,301.06,Cliente-0039,False
2026-07-30,Camara Web HD,Accesorios,4,72.68,290.72,Cliente-0181,True
2026-07-30,Camara Web HD,Accesorios,4,72.02,288.08,Cliente-0191,True
2026-07-30,Mouse Inalambrico,Accesorios,3,62.26,186.78,Cliente-0010,False
2026-07-30,Auriculares Pro,Accesorios,2,92.36,184.72,Cliente-0084,False
2026-07-31,Laptop Ultra X1,Tecnologia,4,3051.14,12204.56,Cliente-0069,True
2026-07-31,Mouse Inalambrico,Accesorios,2,61.33,122.66,Cliente-0598,False
2026-07-31,Monitor 27 4K,Tecnologia,3,875.24,2625.72,Cliente-0305,True
2026-08-01,Monitor 27 4K,Tecnologia,4,888.59,3554.36,Cliente-0495,True
2026-08-01,Laptop Ultra X1,Tecnologia,3,3211.44,9634.32,Cliente-0294,False
2026-08-01,Auriculares Pro,Accesorios,4,92.76,371.04,Cliente-0184,True
2026-08-01,Impresora LaserJet,Oficina,2,410.09,820.18,Cliente-0408,False
2026-08-01,Mouse Inalambrico,Accesorios,4,59.94,239.76,Cliente-0365,True
2026-08-01,Impresora LaserJet,Oficina,4,417.72,1670.88,Cliente-0215,True
2026-08-02,Teclado Mecanico RGB,Accesorios,2,122.9,245.8,Cliente-0017,False
2026-08-02,Laptop Ultra X1,Tecnologia,2,3308.38,6616.76,Cliente-0349,False
2026-08-02,Disco SSD 1TB,Accesorios,1,142.84,142.84,Cliente-0352,False
2026-08-03,Teclado Mecanico RGB,Accesorios,2,114.62,229.24,Cliente-0387,False
2026-08-03,Auriculares Pro,Accesorios,4,90.47,361.88,Cliente-0058,False
2026-08-03,Monitor 27 4K,Tecnologia,4,919.05,3676.2,Cliente-0158,True
2026-08-03,Teclado Mecanico RGB,Accesorios,3,124.36,373.08,Cliente-0013,False
2026-08-04,Camara Web HD,Accesorios,2,68.19,136.38,Cliente-0540,False
2026-08-04,Disco SSD 1TB,Accesorios,2,147.72,295.44,Cliente-0352,True
2026-08-05,Disco SSD 1TB,Accesorios,2,143.52,287.04,Cliente-0155,True
2026-08-05,Laptop Ultra X1,Tecnologia,4,3183.63,12734.52,Cliente-0569,True
2026-08-06,Auriculares Pro,Accesorios,2,89.62,179.24,Cliente-0269,False
2026-08-06,Auriculares Pro,Accesorios,2,90.1,180.2,Cliente-0429,True
2026-08-07,Router WiFi 6,Tecnologia,1,260.56,260.56,Cliente-0380,True
2026-08-07,Teclado Mecanico RGB,Accesorios,2,122.18,244.36,Cliente-0564,False
2026-08-07,Tablet 10 pulgadas,Tecnologia,1,705.41,705.41,Cliente-0550,False
2026-08-08,Tablet 10 pulgadas,Tecnologia,2,734.0,1468.0,Cliente-0534,True
2026-08-08,Auriculares Pro,Accesorios,3,86.05,258.15,Cliente-0180,False
2026-08-08,Monitor 27 4K,Tecnologia,4,879.4,3517.6,Cliente-0077,False
2026-08-08,Teclado Mecanico RGB,Accesorios,2,119.35,238.7,Cliente-0401,True
2026-08-08,Teclado Mecanico RGB,Accesorios,2,123.37,246.74,Cliente-0580,False
2026-08-09,Teclado Mecanico RGB,Accesorios,4,117.54,470.16,Cliente-0201,True
2026-08-09,Mouse Inalambrico,Accesorios,4,62.8,251.2,Cliente-0503,False
2026-08-09,Disco SSD 1TB,Accesorios,3,154.42,463.26,Cliente-0081,False
2026-08-10,Monitor 27 4K,Tecnologia,3,906.97,2720.91,Cliente-0329,False
2026-08-10,Impresora LaserJet,Oficina,1,388.47,388.47,Cliente-0195,True
2026-08-10,Mouse Inalambrico,Accesorios,1,60.92,60.92,Cliente-0033,False
2026-08-10,Auriculares Pro,Accesorios,1,92.02,92.02,Cliente-0573,False
2026-08-10,Auriculares Pro,Accesorios,1,88.75,88.75,Cliente-0253,True
2026-08-10,Laptop Ultra X1,Tecnologia,4,3146.31,12585.24,Cliente-0390,False
2026-08-10,Router WiFi 6,Tecnologia,2,249.48,498.96,Cliente-0182,False
2026-08-10,Smartphone Galaxy Z,Tecnologia,3,2895.76,8687.28,Cliente-0055,True
2026-08-10,Teclado Mecanico RGB,Accesorios,1,115.63,115.63,Cliente-0422,False
2026-08-11,Monitor 27 4K,Tecnologia,2,899.94,1799.88,Cliente-0346,False
2026-08-12,Impresora LaserJet,Oficina,4,402.6,1610.4,Cliente-0232,True
2026-08-12,Teclado Mecanico RGB,Accesorios,2,117.88,235.76,Cliente-0300,True
2026-08-13,Camara Web HD,Accesorios,3,71.93,215.79,Cliente-0390,False
2026-08-14,Impresora LaserJet,Oficina,2,395.54,791.08,Cliente-0262,False
2026-08-14,Mouse Inalambrico,Accesorios,4,59.93,239.72,Cliente-0085,True
2026-08-15,Teclado Mecanico RGB,Accesorios,3,117.7,353.1,Cliente-0369,False
2026-08-15,Smartphone Galaxy Z,Tecnologia,3,2707.39,8122.17,Cliente-0560,False
2026-08-15,Disco SSD 1TB,Accesorios,1,154.78,154.78,Cliente-0419,False
2026-08-15,Disco SSD 1TB,Accesorios,2,147.67,295.34,Cliente-0026,True
2026-08-15,Disco SSD 1TB,Accesorios,4,147.72,590.88,Cliente-0100,True
2026-08-15,Mouse Inalambrico,Accesorios,4,58.91,235.64,Cliente-0308,False
2026-08-15,Teclado Mecanico RGB,Accesorios,4,114.05,456.2,Cliente-0220,True
2026-08-15,Monitor 27 4K,Tecnologia,1,894.52,894.52,Cliente-0121,False
2026-08-16,Smartphone Galaxy Z,Tecnologia,1,2806.7,2806.7,Cliente-0077,True
2026-08-16,Smartphone Galaxy Z,Tecnologia,2,2781.71,5563.42,Cliente-0432,True
2026-08-16,Smartphone Galaxy Z,Tecnologia,4,2917.75,11671.0,Cliente-0088,False
2026-08-17,Camara Web HD,Accesorios,4,67.19,268.76,Cliente-0481,True
2026-08-17,Auriculares Pro,Accesorios,1,86.31,86.31,Cliente-0568,False
2026-08-17,Smartphone Galaxy Z,Tecnologia,2,2752.68,5505.36,Cliente-0437,False
2026-08-18,Camara Web HD,Accesorios,4,67.8,271.2,Cliente-0600,False
2026-08-19,Auriculares Pro,Accesorios,4,90.39,361.56,Cliente-0369,False
2026-08-19,Silla Ergonomica,Oficina,4,575.67,2302.68,Cliente-0340,False
2026-08-19,Smartphone Galaxy Z,Tecnologia,3,2896.74,8690.22,Cliente-0177,True
2026-08-19,Laptop Ultra X1,Tecnologia,2,3133.47,6266.94,Cliente-0282,False
2026-08-19,Smartphone Galaxy Z,Tecnologia,3,2811.77,8435.31,Cliente-0043,True
2026-08-20,Disco SSD 1TB,Accesorios,4,157.03,628.12,Cliente-0335,False
2026-08-20,Smartphone Galaxy Z,Tecnologia,4,2778.45,11113.8,Cliente-0499,False
2026-08-21,Mouse Inalambrico,Accesorios,4,57.28,229.12,Cliente-0353,True
2026-08-21,Laptop Ultra X1,Tecnologia,2,3066.46,6132.92,Cliente-0445,False
2026-08-21,Disco SSD 1TB,Accesorios,1,155.92,155.92,Cliente-0044,True
2026-08-21,Smartphone Galaxy Z,Tecnologia,2,2920.38,5840.76,Cliente-0250,False
2026-08-21,Mouse Inalambrico,Accesorios,4,57.18,228.72,Cliente-0203,True
2026-08-21,Teclado Mecanico RGB,Accesorios,2,120.66,241.32,Cliente-0502,False
2026-08-21,Monitor 27 4K,Tecnologia,4,888.77,3555.08,Cliente-0078,False
2026-08-21,Disco SSD 1TB,Accesorios,1,148.54,148.54,Cliente-0285,False
2026-08-22,Teclado Mecanico RGB,Accesorios,1,124.48,124.48,Cliente-0193,False
2026-08-22,Auriculares Pro,Accesorios,1,90.29,90.29,Cliente-0422,False
2026-08-22,Camara Web HD,Accesorios,1,67.76,67.76,Cliente-0323,False
2026-08-22,Auriculares Pro,Accesorios,3,92.68,278.04,Cliente-0076,False
2026-08-22,Auriculares Pro,Accesorios,2,87.92,175.84,Cliente-0275,False
2026-08-22,Auriculares Pro,Accesorios,3,87.68,263.04,Cliente-0158,False
2026-08-22,Mouse Inalambrico,Accesorios,2,60.88,121.76,Cliente-0046,False
2026-08-22,Disco SSD 1TB,Accesorios,3,151.45,454.35,Cliente-0402,True
2026-08-22,Smartphone Galaxy Z,Tecnologia,1,2726.8,2726.8,Cliente-0120,True
2026-08-23,Auriculares Pro,Accesorios,2,88.2,176.4,Cliente-0189,False
2026-08-23,Auriculares Pro,Accesorios,4,86.17,344.68,Cliente-0491,True
2026-08-23,Camara Web HD,Accesorios,1,67.27,67.27,Cliente-0255,True
2026-08-23,Disco SSD 1TB,Accesorios,2,144.69,289.38,Cliente-0330,True
2026-08-23,Camara Web HD,Accesorios,3,69.68,209.04,Cliente-0500,True
2026-08-24,Auriculares Pro,Accesorios,3,86.46,259.38,Cliente-0006,False
2026-08-24,Mouse Inalambrico,Accesorios,2,59.75,119.5,Cliente-0139,False
2026-08-24,Disco SSD 1TB,Accesorios,4,150.75,603.0,Cliente-0116,False
2026-08-24,Disco SSD 1TB,Accesorios,2,146.97,293.94,Cliente-0034,True
2026-08-25,Teclado Mecanico RGB,Accesorios,2,124.19,248.38,Cliente-0308,True
2026-08-25,Disco SSD 1TB,Accesorios,2,148.06,296.12,Cliente-0424,True
2026-08-25,Mouse Inalambrico,Accesorios,2,62.94,125.88,Cliente-0105,False
2026-08-25,Disco SSD 1TB,Accesorios,2,154.66,309.32,Cliente-0360,True
2026-08-26,Mouse Inalambrico,Accesorios,2,59.88,119.76,Cliente-0341,False
2026-08-26,Silla Ergonomica,Oficina,1,550.04,550.04,Cliente-0355,True
2026-08-26,Disco SSD 1TB,Accesorios,4,147.52,590.08,Cliente-0140,True
2026-08-26,Monitor 27 4K,Tecnologia,2,927.49,1854.98,Cliente-0584,False
2026-08-27,Disco SSD 1TB,Accesorios,3,148.26,444.78,Cliente-0144,False
2026-08-27,Disco SSD 1TB,Accesorios,3,144.21,432.63,Cliente-0578,False
2026-08-27,Mouse Inalambrico,Accesorios,3,62.51,187.53,Cliente-0087,False
2026-08-27,Auriculares Pro,Accesorios,4,89.18,356.72,Cliente-0504,True
2026-08-27,Monitor 27 4K,Tecnologia,4,899.05,3596.2,Cliente-0592,True
2026-08-28,Mouse Inalambrico,Accesorios,4,62.49,249.96,Cliente-0576,True
2026-08-28,Auriculares Pro,Accesorios,1,89.86,89.86,Cliente-0200,True
2026-08-28,Mouse Inalambrico,Accesorios,4,58.0,232.0,Cliente-0143,False
2026-08-29,Silla Ergonomica,Oficina,2,553.96,1107.92,Cliente-0174,False
2026-08-30,Laptop Ultra X1,Tecnologia,2,3220.47,6440.94,Cliente-0581,False
2026-08-30,Laptop Ultra X1,Tecnologia,3,3317.46,9952.38,Cliente-0130,False
2026-08-31,Mouse Inalambrico,Accesorios,4,61.71,246.84,Cliente-0327,True
2026-08-31,Mouse Inalambrico,Accesorios,4,62.49,249.96,Cliente-0210,False
2026-08-31,Disco SSD 1TB,Accesorios,1,153.97,153.97,Cliente-0423,True
2026-08-31,Router WiFi 6,Tecnologia,3,256.53,769.59,Cliente-0105,False
2026-08-31,Auriculares Pro,Accesorios,3,88.12,264.36,Cliente-0503,False
2026-08-31,Teclado Mecanico RGB,Accesorios,2,117.91,235.82,Cliente-0288,True
2026-08-31,Disco SSD 1TB,Accesorios,1,142.66,142.66,Cliente-0265,False
2026-08-31,Auriculares Pro,Accesorios,4,91.17,364.68,Cliente-0191,False
2026-09-01,Disco SSD 1TB,Accesorios,1,153.46,153.46,Cliente-0470,True
2026-09-01,Laptop Ultra X1,Tecnologia,3,3301.47,9904.41,Cliente-0433,True
2026-09-01,Teclado Mecanico RGB,Accesorios,1,117.15,117.15,Cliente-0041,False
2026-09-01,Laptop Ultra X1,Tecnologia,1,3118.26,3118.26,Cliente-0484,False
2026-09-01,Auriculares Pro,Accesorios,3,90.57,271.71,Cliente-0312,False
2026-09-01,Monitor 27 4K,Tecnologia,3,912.23,2736.69,Cliente-0010,False
2026-09-01,Teclado Mecanico RGB,Accesorios,1,117.98,117.98,Cliente-0207,False
2026-09-02,Smartphone Galaxy Z,Tecnologia,4,2664.56,10658.24,Cliente-0162,False
2026-09-02,Auriculares Pro,Accesorios,3,92.03,276.09,Cliente-0240,False
2026-09-02,Impresora LaserJet,Oficina,1,415.08,415.08,Cliente-0290,False
2026-09-02,Auriculares Pro,Accesorios,2,87.63,175.26,Cliente-0268,False
2026-09-02,Smartphone Galaxy Z,Tecnologia,4,2890.07,11560.28,Cliente-0405,False
2026-09-02,Teclado Mecanico RGB,Accesorios,2,121.77,243.54,Cliente-0511,True
2026-09-02,Laptop Ultra X1,Tecnologia,2,3287.8,6575.6,Cliente-0539,False
2026-09-02,Smartphone Galaxy Z,Tecnologia,3,2917.89,8753.67,Cliente-0227,False
2026-09-03,Mouse Inalambrico,Accesorios,3,57.49,172.47,Cliente-0170,False
2026-09-03,Smartphone Galaxy Z,Tecnologia,2,2805.44,5610.88,Cliente-0456,False
2026-09-03,Teclado Mecanico RGB,Accesorios,1,121.32,121.32,Cliente-0169,True
2026-09-03,Smartphone Galaxy Z,Tecnologia,3,2891.39,8674.17,Cliente-0042,True
2026-09-03,Mouse Inalambrico,Accesorios,4,58.11,232.44,Cliente-0391,False
2026-09-04,Monitor 27 4K,Tecnologia,2,892.78,1785.56,Cliente-0062,True
2026-09-04,Laptop Ultra X1,Tecnologia,2,3324.14,6648.28,Cliente-0165,False
2026-09-05,Teclado Mecanico RGB,Accesorios,4,123.46,493.84,Cliente-0050,True
2026-09-05,Auriculares Pro,Accesorios,2,91.27,182.54,Cliente-0147,True
2026-09-05,Mouse Inalambrico,Accesorios,1,57.26,57.26,Cliente-0238,False
2026-09-05,Mouse Inalambrico,Accesorios,4,57.45,229.8,Cliente-0582,False
2026-09-05,Disco SSD 1TB,Accesorios,1,144.83,144.83,Cliente-0169,False
2026-09-05,Smartphone Galaxy Z,Tecnologia,4,2764.23,11056.92,Cliente-0087,False
2026-09-05,Laptop Ultra X1,Tecnologia,1,3176.83,3176.83,Cliente-0302,True
2026-09-05,Laptop Ultra X1,Tecnologia,1,3356.25,3356.25,Cliente-0446,False
2026-09-06,Camara Web HD,Accesorios,4,72.67,290.68,Cliente-0360,False
2026-09-06,Laptop Ultra X1,Tecnologia,3,3105.78,9317.34,Cliente-0195,False
2026-09-06,Impresora LaserJet,Oficina,2,418.89,837.78,Cliente-0198,False
2026-09-07,Teclado Mecanico RGB,Accesorios,2,122.97,245.94,Cliente-0303,False
2026-09-07,Disco SSD 1TB,Accesorios,3,144.72,434.16,Cliente-0255,False
2026-09-07,Camara Web HD,Accesorios,4,72.17,288.68,Cliente-0095,True
2026-09-07,Monitor 27 4K,Tecnologia,1,886.54,886.54,Cliente-0111,False
2026-09-07,Smartphone Galaxy Z,Tecnologia,3,2933.58,8800.74,Cliente-0485,False
2026-09-07,Silla Ergonomica,Oficina,2,568.38,1136.76,Cliente-0265,False
2026-09-08,Auriculares Pro,Accesorios,1,90.25,90.25,Cliente-0013,False
2026-09-08,Mouse Inalambrico,Accesorios,1,62.94,62.94,Cliente-0368,False
2026-09-08,Mouse Inalambrico,Accesorios,3,60.2,180.6,Cliente-0058,False
2026-09-08,Auriculares Pro,Accesorios,3,87.01,261.03,Cliente-0091,True
2026-09-08,Laptop Ultra X1,Tecnologia,4,3222.97,12891.88,Cliente-0503,False
2026-09-09,Router WiFi 6,Tecnologia,3,245.94,737.82,Cliente-0592,False
2026-09-09,Mouse Inalambrico,Accesorios,2,60.32,120.64,Cliente-0292,True
2026-09-09,Monitor 27 4K,Tecnologia,3,905.78,2717.34,Cliente-0155,False
2026-09-10,Mouse Inalambrico,Accesorios,2,57.72,115.44,Cliente-0141,False
2026-09-11,Laptop Ultra X1,Tecnologia,4,3311.68,13246.72,Cliente-0315,False
2026-09-11,Auriculares Pro,Accesorios,2,86.17,172.34,Cliente-0208,True
2026-09-12,Impresora LaserJet,Oficina,3,411.64,1234.92,Cliente-0254,False
2026-09-12,Camara Web HD,Accesorios,2,69.21,138.42,Cliente-0583,False
2026-09-12,Laptop Ultra X1,Tecnologia,2,3157.66,6315.32,Cliente-0262,False
2026-09-12,Auriculares Pro,Accesorios,2,87.11,174.22,Cliente-0037,False
2026-09-12,Auriculares Pro,Accesorios,1,91.59,91.59,Cliente-0267,True
2026-09-12,Camara Web HD,Accesorios,2,67.73,135.46,Cliente-0326,True
2026-09-12,Smartphone Galaxy Z,Tecnologia,1,2733.72,2733.72,Cliente-0477,True
2026-09-13,Monitor 27 4K,Tecnologia,4,929.24,3716.96,Cliente-0507,False
