fecha,categoria,region,canal,unidades,ingresos,costo,margen
2023-05-26,Electrónica,Norte,Distribuidor,44,14063.78,10512.16,3551.62
2023-05-26,Alimentos,Norte,E-commerce,40,619.97,407.51,212.46
2023-05-27,Moda,Oeste,Tienda física,48,2519.77,1820.56,699.21
2023-05-27,Deportes,Este,E-commerce,54,3769.18,2081.58,1687.6
2023-05-28,Alimentos,Oeste,Tienda física,40,773,545.97,227.03
2023-05-28,Alimentos,Oeste,Tienda física,57,1055.03,787.65,267.38
2023-05-28,Electrónica,Centro,Marketplace,32,10404.11,6925,3479.11
2023-05-29,Electrónica,Norte,Tienda física,26,7955.37,5907.86,2047.51
2023-05-30,Electrónica,Centro,Distribuidor,50,17961.52,11926.72,6034.8
2023-05-30,Alimentos,Norte,E-commerce,39,751.21,541.65,209.56
2023-05-30,Electrónica,Norte,Distribuidor,9,2839.66,1789.84,1049.82
2023-05-31,Electrónica,Sur,E-commerce,38,12487.82,8160.76,4327.06
2023-05-31,Moda,Norte,Marketplace,19,992.82,726.4,266.42
2023-05-31,Electrónica,Norte,E-commerce,25,8489.6,4856.96,3632.64
2023-05-31,Electrónica,Norte,Tienda física,43,12200.04,8866.59,3333.45
2023-06-01,Juguetes,Oeste,E-commerce,30,1201.92,773.13,428.79
2023-06-01,Moda,Sur,Distribuidor,21,1220.34,885.92,334.42
2023-06-01,Electrónica,Norte,Distribuidor,9,3305.03,1959.77,1345.26
2023-06-02,Electrónica,Norte,E-commerce,55,17339.6,9539.34,7800.26
2023-06-02,Electrónica,Este,Marketplace,37,13241.78,8111.95,5129.83
2023-06-02,Electrónica,Norte,Tienda física,14,3892.41,2447.94,1444.47
2023-06-03,Moda,Norte,Distribuidor,47,2730.25,1520.76,1209.49
2023-06-03,Hogar,Norte,Distribuidor,34,3293.2,2074.56,1218.64
2023-06-04,Moda,Centro,Marketplace,26,1425.86,1014.47,411.39
2023-06-04,Alimentos,Este,Marketplace,42,656.74,362.36,294.38
2023-06-04,Moda,Sur,Distribuidor,8,472.25,299.01,173.24
2023-06-05,Electrónica,Sur,E-commerce,37,10878.76,7471.56,3407.2
2023-06-06,Electrónica,Norte,Marketplace,11,3447.21,2304.81,1142.4
2023-06-06,Electrónica,Norte,Tienda física,53,14655.9,10251.54,4404.36
2023-06-06,Moda,Este,E-commerce,39,2391.25,1653.14,738.11
2023-06-07,Hogar,Centro,Tienda física,30,2330.35,1343.82,986.53
2023-06-07,Moda,Sur,Marketplace,44,2946.09,1785.27,1160.82
2023-06-07,Electrónica,Norte,Marketplace,30,8689.07,6279.4,2409.67
2023-06-07,Electrónica,Centro,Distribuidor,21,6872.76,4471.27,2401.49
2023-06-08,Hogar,Este,Tienda física,33,3200.08,2037.18,1162.9
2023-06-08,Hogar,Centro,Distribuidor,47,3864.42,2319.76,1544.66
2023-06-08,Electrónica,Sur,Tienda física,27,9093.83,5408.29,3685.54
2023-06-09,Deportes,Oeste,Distribuidor,8,674.67,487.66,187.01
2023-06-09,Electrónica,Oeste,Marketplace,18,6142.12,3959.32,2182.8
2023-06-10,Deportes,Oeste,E-commerce,25,1640.49,1224.52,415.97
2023-06-10,Alimentos,Sur,Marketplace,53,899.56,591.15,308.41
2023-06-10,Alimentos,Norte,Marketplace,28,490.17,363.09,127.08
2023-06-11,Juguetes,Sur,Distribuidor,13,471.03,331.18,139.85
2023-06-12,Electrónica,Norte,Distribuidor,26,8729,6202.22,2526.78
2023-06-12,Hogar,Centro,Marketplace,11,924.66,581.73,342.93
2023-06-12,Electrónica,Oeste,E-commerce,13,4120.56,2913.8,1206.76
2023-06-13,Hogar,Sur,E-commerce,35,3595.56,2000.82,1594.74
2023-06-13,Electrónica,Norte,Marketplace,26,7204.28,4150.86,3053.42
2023-06-13,Juguetes,Norte,Distribuidor,53,1842.3,1204.97,637.33
2023-06-14,Electrónica,Este,Distribuidor,10,3092.37,2305.08,787.29
2023-06-14,Moda,Sur,Tienda física,11,730.22,425.19,305.03
2023-06-14,Hogar,Centro,Distribuidor,21,1784.64,1096.96,687.68
2023-06-14,Deportes,Sur,Tienda física,17,1332.87,994.85,338.02
2023-06-15,Juguetes,Este,Marketplace,11,432.64,253.05,179.59
2023-06-16,Alimentos,Norte,Tienda física,51,977.05,716.41,260.64
2023-06-16,Juguetes,Norte,Distribuidor,40,1411.89,792.42,619.47
2023-06-16,Juguetes,Norte,Distribuidor,33,1253.8,905.22,348.58
2023-06-16,Alimentos,Este,E-commerce,32,547.73,394.67,153.06
2023-06-16,Electrónica,Norte,Distribuidor,39,10805.52,7883.88,2921.64
2023-06-16,Deportes,Este,E-commerce,55,4383.1,2912.71,1470.39
2023-06-16,Electrónica,Sur,Tienda física,40,11746.57,6827.4,4919.17
2023-06-18,Juguetes,Norte,E-commerce,34,1266.23,894.62,371.61
2023-06-19,Electrónica,Este,Tienda física,27,7839.6,5247.78,2591.82
2023-06-19,Electrónica,Centro,E-commerce,50,17001.38,9660.12,7341.26
2023-06-19,Alimentos,Centro,E-commerce,33,582.23,369.82,212.41
2023-06-19,Juguetes,Este,E-commerce,32,1189.69,827.52,362.17
2023-06-20,Electrónica,Este,Distribuidor,35,10187.97,6107.83,4080.14
2023-06-22,Electrónica,Norte,Marketplace,45,13731.96,8709.89,5022.07
2023-06-22,Hogar,Norte,E-commerce,20,1650.75,927.11,723.64
2023-06-23,Electrónica,Oeste,Distribuidor,47,14427.12,8897.1,5530.02
2023-06-23,Electrónica,Centro,Marketplace,32,10722.07,6438.06,4284.01
2023-06-24,Alimentos,Norte,E-commerce,26,487.61,363.04,124.57
2023-06-25,Electrónica,Norte,Marketplace,32,10974.22,7557.68,3416.54
2023-06-25,Electrónica,Norte,Distribuidor,52,16644,9710.48,6933.52
2023-06-25,Alimentos,Sur,Marketplace,55,883.36,506.14,377.22
2023-06-25,Electrónica,Sur,Marketplace,6,1926.18,1254.82,671.36
2023-06-26,Juguetes,Oeste,Distribuidor,32,985.61,682.05,303.56
2023-06-26,Deportes,Sur,Marketplace,21,1421.63,996.21,425.42
2023-06-27,Deportes,Este,Marketplace,50,4077.66,2761.02,1316.64
2023-06-27,Moda,Sur,E-commerce,49,2607.08,1929.57,677.51
2023-06-27,Deportes,Este,E-commerce,50,3410.81,2160.24,1250.57
2023-06-27,Hogar,Sur,Marketplace,9,829.94,475.15,354.79
2023-06-28,Alimentos,Norte,Distribuidor,35,677.82,480.03,197.79
2023-06-28,Electrónica,Norte,Distribuidor,10,2820.81,2070.47,750.34
2023-06-29,Electrónica,Sur,Distribuidor,30,9297.91,5335.2,3962.71
2023-06-29,Deportes,Norte,Marketplace,39,3230.82,1923.14,1307.68
2023-06-30,Alimentos,Norte,Distribuidor,11,205.75,144.95,60.8
2023-07-01,Alimentos,Norte,Distribuidor,38,599.05,369.42,229.63
2023-07-02,Juguetes,Norte,Tienda física,14,519.59,384.73,134.86
2023-07-02,Electrónica,Centro,Distribuidor,38,11603.65,6932.15,4671.5
2023-07-02,Deportes,Centro,Tienda física,33,2815.12,1659.62,1155.5
2023-07-03,Hogar,Norte,Marketplace,6,506.11,362.33,143.78
2023-07-03,Deportes,Centro,Marketplace,13,994.82,552.07,442.75
2023-07-03,Electrónica,Norte,Tienda física,14,4402.27,3141.32,1260.95
2023-07-04,Electrónica,Oeste,Marketplace,28,9244.83,5586.18,3658.65
2023-07-04,Deportes,Sur,Marketplace,19,1250.15,823.43,426.72
2023-07-04,Juguetes,Sur,E-commerce,25,798.08,483.75,314.33
2023-07-05,Alimentos,Este,Marketplace,24,410.57,283.72,126.85
2023-07-05,Juguetes,Centro,Distribuidor,36,1241.45,720.97,520.48
2023-07-05,Deportes,Sur,Distribuidor,43,3419.17,2133.8,1285.37
2023-07-05,Hogar,Oeste,Marketplace,13,999.68,623,376.68
2023-07-06,Juguetes,Norte,Tienda física,40,1511.04,1050.77,460.27
2023-07-06,Electrónica,Norte,Marketplace,22,7361.63,4272.97,3088.66
2023-07-06,Moda,Norte,Distribuidor,22,1433.32,854.11,579.21
2023-07-07,Hogar,Sur,Tienda física,48,4029.22,2898.86,1130.36
2023-07-09,Electrónica,Sur,Marketplace,40,11718.06,6680.11,5037.95
2023-07-09,Deportes,Oeste,Marketplace,20,1678.66,1044.6,634.06
2023-07-09,Deportes,Norte,Tienda física,14,1196.96,673.08,523.88
2023-07-10,Hogar,Norte,E-commerce,12,983.91,586.02,397.89
2023-07-10,Electrónica,Este,Distribuidor,26,8075.72,5131.28,2944.44
2023-07-11,Electrónica,Sur,Distribuidor,43,13724.33,8460.52,5263.81
2023-07-11,Hogar,Norte,Distribuidor,13,1000.91,554.5,446.41
2023-07-11,Deportes,Este,Marketplace,21,1721.04,1117.64,603.4
2023-07-12,Electrónica,Norte,E-commerce,19,6859.54,4821.53,2038.01
2023-07-12,Juguetes,Centro,Marketplace,27,950.05,608.63,341.42
2023-07-12,Deportes,Norte,Distribuidor,47,3445.6,2156.11,1289.49
2023-07-13,Electrónica,Norte,E-commerce,24,8749.76,5178.67,3571.09
2023-07-13,Hogar,Centro,Tienda física,48,4033.77,2622.97,1410.8
2023-07-13,Electrónica,Sur,Tienda física,40,14541.07,10378.05,4163.02
2023-07-14,Electrónica,Norte,E-commerce,11,3490.34,2226.6,1263.74
2023-07-15,Electrónica,Centro,Distribuidor,36,12340.84,8807.49,3533.35
2023-07-15,Moda,Oeste,Tienda física,37,2157.55,1403.85,753.7
2023-07-15,Electrónica,Norte,Marketplace,40,13088.05,8261,4827.05
2023-07-15,Deportes,Centro,Marketplace,17,1196.78,822.7,374.08
2023-07-15,Juguetes,Sur,Tienda física,43,1457.38,1039.48,417.9
2023-07-16,Electrónica,Centro,Marketplace,6,2036.45,1138.76,897.69
2023-07-17,Electrónica,Este,E-commerce,48,14441.92,9700,4741.92
2023-07-17,Electrónica,Centro,E-commerce,36,12980.55,8251.55,4729
2023-07-17,Electrónica,Norte,Distribuidor,12,3805.5,2226.76,1578.74
2023-07-17,Deportes,Oeste,Distribuidor,27,1801.56,1271.53,530.03
2023-07-18,Electrónica,Norte,E-commerce,36,10605.47,6814.87,3790.6
2023-07-19,Electrónica,Sur,Distribuidor,22,7759.98,4913.87,2846.11
2023-07-19,Electrónica,Oeste,E-commerce,13,4223.09,3086.76,1136.33
2023-07-19,Electrónica,Este,Marketplace,30,9452.63,6667.25,2785.38
2023-07-19,Alimentos,Sur,Marketplace,35,629.56,349,280.56
2023-07-19,Electrónica,Este,Tienda física,50,14408.74,8855.52,5553.22
2023-07-19,Moda,Centro,Distribuidor,38,2501.01,1872.4,628.61
2023-07-20,Electrónica,Centro,E-commerce,24,8254.11,5111.02,3143.09
2023-07-23,Alimentos,Este,E-commerce,50,969.49,660.86,308.63
2023-07-23,Alimentos,Centro,Tienda física,33,681.36,411.08,270.28
2023-07-24,Deportes,Norte,E-commerce,45,3299.88,2232.03,1067.85
2023-07-24,Deportes,Sur,Marketplace,23,1942.26,1236.38,705.88
2023-07-25,Hogar,Sur,Distribuidor,13,1037.62,757.68,279.94
2023-07-25,Electrónica,Norte,E-commerce,20,6937.37,5062.71,1874.66
2023-07-25,Electrónica,Norte,E-commerce,14,4426.62,2674.46,1752.16
2023-07-26,Deportes,Norte,Distribuidor,10,675.3,503.38,171.92
2023-07-26,Electrónica,Norte,E-commerce,13,3558.27,2093.96,1464.31
2023-07-26,Electrónica,Centro,Tienda física,25,7512.74,4677.01,2835.73
2023-07-26,Hogar,Norte,Marketplace,9,834.53,562.93,271.6
2023-07-26,Electrónica,Norte,Distribuidor,45,15682.3,10215.83,5466.47
2023-07-27,Alimentos,Este,Tienda física,38,705.52,430.88,274.64
2023-07-27,Alimentos,Sur,Marketplace,36,667.2,400.17,267.03
2023-07-28,Electrónica,Norte,Distribuidor,46,16240.93,9289.83,6951.1
2023-07-28,Hogar,Sur,Marketplace,16,1635.75,973.91,661.84
2023-07-28,Electrónica,Norte,E-commerce,48,14382.26,8483.35,5898.91
2023-07-28,Electrónica,Norte,Marketplace,21,7081.7,4536.51,2545.19
2023-07-28,Electrónica,Centro,E-commerce,14,4859.47,3435.22,1424.25
2023-07-28,Juguetes,Norte,Marketplace,29,1089.27,639.55,449.72
2023-07-28,Electrónica,Oeste,Tienda física,16,4408.3,2516.66,1891.64
2023-07-28,Electrónica,Norte,Marketplace,29,10280.12,7673.78,2606.34
2023-07-28,Alimentos,Norte,Tienda física,34,666.39,377.81,288.58
2023-07-29,Electrónica,Oeste,Marketplace,30,9664.83,5453.93,4210.9
2023-07-29,Hogar,Norte,E-commerce,23,1802.41,1338.95,463.46
2023-07-30,Alimentos,Sur,Tienda física,46,940.34,534.74,405.6
2023-07-31,Hogar,Oeste,Distribuidor,30,2703.56,1821.39,882.17
2023-08-01,Hogar,Este,Tienda física,13,1081.62,732.46,349.16
2023-08-02,Electrónica,Este,E-commerce,22,6862.96,3833.48,3029.48
2023-08-02,Alimentos,Este,Marketplace,12,216.23,139.9,76.33
2023-08-02,Alimentos,Norte,E-commerce,22,353.84,202.27,151.57
2023-08-03,Electrónica,Norte,Distribuidor,20,6750.97,4942.84,1808.13
2023-08-04,Moda,Oeste,Distribuidor,36,2252.21,1317.13,935.08
2023-08-04,Electrónica,Centro,Tienda física,35,12791.23,8286.6,4504.63
2023-08-04,Hogar,Norte,Tienda física,25,2039.11,1426.1,613.01
2023-08-05,Electrónica,Este,E-commerce,24,7256.67,5123.44,2133.23
2023-08-05,Alimentos,Este,Tienda física,21,418.49,257.74,160.75
2023-08-05,Deportes,Norte,E-commerce,43,3200.13,2174.52,1025.61
2023-08-05,Electrónica,Oeste,E-commerce,23,8253.83,6002.09,2251.74
2023-08-06,Deportes,Sur,E-commerce,6,499.7,334.21,165.49
2023-08-06,Electrónica,Oeste,Marketplace,8,2771.86,1757.67,1014.19
2023-08-07,Alimentos,Norte,E-commerce,32,561.52,349.47,212.05
2023-08-07,Electrónica,Norte,E-commerce,24,8070.09,5210.23,2859.86
2023-08-08,Juguetes,Norte,E-commerce,24,953.09,630.75,322.34
2023-08-08,Juguetes,Sur,Distribuidor,26,867.42,640.49,226.93
2023-08-08,Electrónica,Norte,Marketplace,23,8055.41,4558.99,3496.42
2023-08-09,Hogar,Norte,Marketplace,28,2701.58,1841.28,860.3
2023-08-09,Electrónica,Norte,Tienda física,5,1580.72,933.92,646.8
2023-08-10,Electrónica,Norte,Marketplace,38,13846.97,9902.7,3944.27
2023-08-11,Hogar,Centro,Tienda física,28,2774.67,2024.39,750.28
2023-08-11,Deportes,Oeste,E-commerce,7,552.43,349.38,203.05
2023-08-11,Electrónica,Norte,Distribuidor,10,2726.02,1794.77,931.25
2023-08-12,Alimentos,Norte,Tienda física,35,718.61,434.43,284.18
2023-08-12,Electrónica,Norte,Tienda física,34,9530.82,5460.37,4070.45
2023-08-12,Electrónica,Oeste,E-commerce,43,14650.51,8516.25,6134.26
2023-08-12,Electrónica,Norte,Distribuidor,32,10615.73,6470.54,4145.19
2023-08-13,Hogar,Sur,E-commerce,7,596.88,405.17,191.71
2023-08-14,Electrónica,Oeste,Tienda física,36,10448.21,6241.97,4206.24
2023-08-14,Hogar,Norte,E-commerce,23,1829.66,1020.7,808.96
2023-08-17,Juguetes,Sur,Marketplace,8,261.23,161.43,99.8
2023-08-17,Juguetes,Oeste,E-commerce,30,1073.02,655.55,417.47
2023-08-17,Moda,Norte,Distribuidor,16,1006.12,560.52,445.6
2023-08-18,Electrónica,Norte,Distribuidor,40,14264.81,9760.63,4504.18
2023-08-18,Hogar,Oeste,Tienda física,11,976.99,622.1,354.89
2023-08-18,Electrónica,Sur,Marketplace,34,12141.65,8809.86,3331.79
2023-08-19,Moda,Este,E-commerce,8,453.54,331.06,122.48
2023-08-19,Alimentos,Norte,Tienda física,36,616.83,373.05,243.78
2023-08-20,Deportes,Norte,Marketplace,8,555.7,374.98,180.72
2023-08-21,Hogar,Este,Distribuidor,17,1522.78,930.93,591.85
2023-08-21,Hogar,Centro,Distribuidor,23,1764.15,1261.47,502.68
2023-08-21,Electrónica,Este,E-commerce,25,8526.17,6139.38,2386.79
2023-08-21,Deportes,Norte,Distribuidor,11,917.32,549.63,367.69
2023-08-22,Electrónica,Sur,Marketplace,28,8822.65,5654.37,3168.28
2023-08-22,Moda,Norte,Distribuidor,30,1616.27,936.32,679.95
2023-08-23,Deportes,Centro,E-commerce,9,695.12,508.89,186.23
2023-08-23,Electrónica,Sur,Tienda física,11,3692.49,2753.36,939.13
2023-08-24,Moda,Norte,Tienda física,29,1913.26,1361.34,551.92
2023-08-24,Moda,Norte,Marketplace,18,988.31,673.53,314.78
2023-08-25,Deportes,Este,Marketplace,32,2621.73,1447.74,1173.99
2023-08-25,Moda,Este,Marketplace,6,405.85,237.08,168.77
2023-08-26,Moda,Sur,E-commerce,31,1658.7,1020.48,638.22
2023-08-26,Alimentos,Norte,E-commerce,29,507.37,337.24,170.13
2023-08-27,Electrónica,Norte,Tienda física,43,13029.37,8460.02,4569.35
2023-08-27,Juguetes,Norte,Marketplace,29,917.6,631.51,286.09
2023-08-27,Electrónica,Oeste,E-commerce,39,14022.38,8694.25,5328.13
2023-08-27,Alimentos,Este,Marketplace,27,441.79,298.48,143.31
2023-08-28,Electrónica,Sur,E-commerce,34,10897.36,6409.09,4488.27
2023-08-28,Electrónica,Este,Tienda física,31,9570.62,6750.72,2819.9
2023-08-28,Electrónica,Centro,Tienda física,11,3500.3,2061.48,1438.82
2023-08-28,Electrónica,Norte,E-commerce,13,4416.03,3166.92,1249.11
2023-08-28,Electrónica,Centro,Tienda física,36,11319.7,7723.65,3596.05
2023-08-29,Electrónica,Norte,Distribuidor,21,6565.99,3845.56,2720.43
2023-08-29,Moda,Este,Marketplace,36,1940.43,1123.25,817.18
2023-08-29,Electrónica,Oeste,Distribuidor,41,14967.82,8871.28,6096.54
2023-08-29,Moda,Oeste,E-commerce,19,1032.01,734.24,297.77
2023-08-29,Deportes,Centro,E-commerce,14,932.22,528.21,404.01
2023-08-29,Electrónica,Norte,E-commerce,24,7157.99,4500.52,2657.47
2023-08-30,Alimentos,Norte,Distribuidor,40,714.52,495.53,218.99
2023-08-30,Hogar,Norte,Distribuidor,32,3304.99,2304.49,1000.5
2023-08-31,Alimentos,Este,E-commerce,38,677.53,462.46,215.07
2023-08-31,Electrónica,Norte,E-commerce,41,13487.68,8956.28,4531.4
2023-08-31,Electrónica,Este,Tienda física,21,6586.4,4034.49,2551.91
2023-09-01,Electrónica,Norte,Marketplace,34,10301.34,7283.71,3017.63
2023-09-01,Juguetes,Este,Distribuidor,14,450.28,311.68,138.6
2023-09-01,Moda,Norte,Distribuidor,37,2222.18,1316.55,905.63
2023-09-02,Deportes,Sur,Tienda física,33,2584.79,1445.24,1139.55
2023-09-02,Moda,Sur,Tienda física,5,293.4,168.67,124.73
2023-09-03,Moda,Oeste,Marketplace,32,1726.85,1225.48,501.37
2023-09-03,Juguetes,Este,Marketplace,16,532.03,328.67,203.36
2023-09-04,Alimentos,Sur,Tienda física,28,554.36,390.49,163.87
2023-09-05,Alimentos,Oeste,Marketplace,39,681.46,458.84,222.62
2023-09-05,Electrónica,Sur,Marketplace,36,12399.01,7687.83,4711.18
2023-09-05,Electrónica,Centro,Marketplace,8,2734.42,1510.91,1223.51
2023-09-06,Deportes,Sur,Distribuidor,23,1617.23,1148.36,468.87
2023-09-06,Electrónica,Norte,E-commerce,41,13604.02,8781.54,4822.48
2023-09-06,Alimentos,Este,E-commerce,8,144.8,89.89,54.91
2023-09-06,Deportes,Norte,E-commerce,40,3434.93,2189.5,1245.43
2023-09-07,Hogar,Centro,Marketplace,28,2493.98,1646.46,847.52
2023-09-09,Moda,Centro,Tienda física,35,1843.28,1270.89,572.39
2023-09-09,Deportes,Norte,Marketplace,31,2284.28,1600.95,683.33
2023-09-09,Moda,Sur,E-commerce,9,514.5,347.3,167.2
2023-09-10,Moda,Norte,Marketplace,27,1654.64,1121.46,533.18
2023-09-10,Moda,Sur,Distribuidor,29,1666.68,994.48,672.2
2023-09-10,Hogar,Este,Marketplace,26,2388.44,1536.99,851.45
2023-09-11,Deportes,Sur,E-commerce,9,639.46,373.72,265.74
2023-09-11,Electrónica,Oeste,Marketplace,9,2914.93,2005.78,909.15
2023-09-11,Electrónica,Sur,Tienda física,15,4293.63,2405.32,1888.31
2023-09-11,Electrónica,Centro,Tienda física,34,12343.97,7791.47,4552.5
2023-09-12,Juguetes,Norte,E-commerce,23,872.6,504.03,368.57
2023-09-12,Electrónica,Sur,Marketplace,32,8717.18,5006.68,3710.5
2023-09-12,Alimentos,Oeste,Marketplace,20,380.55,218.9,161.65
2023-09-13,Electrónica,Centro,Marketplace,36,10061.05,6137.71,3923.34
2023-09-13,Electrónica,Oeste,Distribuidor,11,3130.46,2204.75,925.71
2023-09-14,Moda,Centro,Tienda física,9,614.03,454.5,159.53
2023-09-14,Alimentos,Oeste,Distribuidor,10,172.02,106.1,65.92
2023-09-14,Electrónica,Oeste,Tienda física,24,8568.45,5236.66,3331.79
2023-09-15,Deportes,Oeste,Marketplace,34,2294.37,1611.89,682.48
2023-09-15,Electrónica,Norte,Distribuidor,29,9040.59,6542.46,2498.13
2023-09-15,Moda,Sur,E-commerce,26,1534.19,1057.69,476.5
2023-09-15,Electrónica,Oeste,Distribuidor,21,5959.34,3690.14,2269.2
2023-09-15,Deportes,Norte,Distribuidor,17,1414.03,906.16,507.87
2023-09-17,Juguetes,Oeste,Tienda física,29,928.91,512.73,416.18
2023-09-17,Moda,Este,Tienda física,23,1352.09,902.54,449.55
2023-09-18,Deportes,Norte,Tienda física,16,1045.99,724.03,321.96
2023-09-19,Moda,Centro,E-commerce,24,1540.99,863.36,677.63
2023-09-20,Deportes,Este,Tienda física,13,1104.48,798.12,306.36
2023-09-20,Electrónica,Este,Marketplace,8,2488.87,1502.48,986.39
2023-09-20,Hogar,Este,Tienda física,21,1910.41,1243.39,667.02
2023-09-20,Deportes,Norte,E-commerce,15,1000.35,635.34,365.01
2023-09-20,Electrónica,Norte,E-commerce,22,6152.52,3828.82,2323.7
2023-09-21,Juguetes,Centro,Distribuidor,30,1092.26,709.92,382.34
2023-09-22,Electrónica,Oeste,Marketplace,32,11240.86,8412.91,2827.95
2023-09-22,Electrónica,Sur,Distribuidor,21,7423.93,4627.05,2796.88
2023-09-23,Electrónica,Norte,E-commerce,41,14011.66,9807.73,4203.93
2023-09-23,Moda,Centro,E-commerce,27,1552.16,1004.75,547.41
2023-09-24,Deportes,Norte,E-commerce,37,2682.39,1513.28,1169.11
2023-09-25,Deportes,Este,E-commerce,16,1365.04,921.82,443.22
2023-09-25,Electrónica,Sur,Tienda física,31,8791.7,5540.74,3250.96
2023-09-26,Alimentos,Este,Marketplace,24,409.97,301.25,108.72
2023-09-26,Electrónica,Norte,Tienda física,12,3516.99,2510.46,1006.53
2023-09-26,Alimentos,Norte,Tienda física,27,420.5,254.7,165.8
2023-09-26,Electrónica,Este,Distribuidor,20,6399.69,3771.01,2628.68
2023-09-26,Deportes,Norte,Marketplace,28,2228.07,1426.93,801.14
2023-09-26,Hogar,Este,Tienda física,20,1927.98,1443.71,484.27
2023-09-27,Alimentos,Sur,Tienda física,17,277.52,190.32,87.2
2023-09-27,Moda,Norte,Tienda física,34,2045.29,1145.55,899.74
2023-09-28,Alimentos,Sur,Marketplace,5,80.21,53.53,26.68
2023-09-28,Alimentos,Sur,Tienda física,22,421.31,248.36,172.95
2023-09-29,Moda,Centro,Distribuidor,39,2219.67,1384.23,835.44
2023-09-29,Electrónica,Centro,Distribuidor,16,5035.75,3301.3,1734.45
2023-09-29,Moda,Este,Distribuidor,34,2226.88,1603.13,623.75
2023-09-29,Electrónica,Norte,Tienda física,17,5442.3,3895.3,1547
2023-09-30,Electrónica,Sur,E-commerce,6,2136.72,1255.81,880.91
2023-09-30,Moda,Centro,Tienda física,15,899.15,581.97,317.18
2023-09-30,Alimentos,Oeste,Distribuidor,40,680.39,506.18,174.21
2023-10-01,Electrónica,Norte,Tienda física,16,4546.98,3317.18,1229.8
2023-10-01,Juguetes,Norte,Marketplace,10,300.81,224.45,76.36
2023-10-01,Hogar,Norte,Tienda física,6,530.82,349.6,181.22
2023-10-01,Hogar,Sur,E-commerce,15,1237.98,726.5,511.48
2023-10-02,Juguetes,Oeste,E-commerce,22,700.64,399.2,301.44
2023-10-02,Electrónica,Norte,E-commerce,26,8202.96,5442.6,2760.36
2023-10-02,Hogar,Norte,Marketplace,35,2926.51,1617.57,1308.94
2023-10-03,Hogar,Centro,E-commerce,24,2081.86,1225.32,856.54
2023-10-03,Juguetes,Sur,Marketplace,37,1444.62,991.24,453.38
2023-10-04,Hogar,Oeste,Tienda física,32,2634.72,1599.11,1035.61
2023-10-05,Electrónica,Oeste,Marketplace,28,8196.13,5447.95,2748.18
2023-10-05,Electrónica,Centro,E-commerce,32,9163.97,6597.1,2566.87
2023-10-06,Juguetes,Norte,E-commerce,32,1107.4,804.85,302.55
2023-10-06,Hogar,Sur,Distribuidor,25,2234.47,1571.28,663.19
2023-10-06,Hogar,Centro,E-commerce,20,2045.04,1225.96,819.08
2023-10-07,Juguetes,Norte,Marketplace,14,498.56,289.49,209.07
2023-10-07,Juguetes,Oeste,Distribuidor,31,1069.81,734.02,335.79
2023-10-08,Electrónica,Sur,Marketplace,33,11019.3,6441.7,4577.6
2023-10-10,Electrónica,Este,E-commerce,24,7237.33,5013.5,2223.83
2023-10-10,Deportes,Centro,E-commerce,14,1139.29,660.99,478.3
2023-10-10,Juguetes,Norte,Tienda física,25,921.6,659.9,261.7
2023-10-11,Hogar,Oeste,Marketplace,38,3179.69,1917.13,1262.56
2023-10-11,Electrónica,Norte,E-commerce,5,1546.05,957.19,588.86
2023-10-11,Hogar,Centro,Tienda física,17,1318.44,912.64,405.8
2023-10-12,Juguetes,Oeste,E-commerce,29,1026.77,594.35,432.42
2023-10-12,Hogar,Norte,Tienda física,24,1957.64,1116.82,840.82
2023-10-12,Juguetes,Centro,Distribuidor,32,1107.56,695.4,412.16
2023-10-13,Hogar,Oeste,Tienda física,17,1734.26,1228.51,505.75
2023-10-13,Electrónica,Este,Marketplace,15,5164.85,3150.11,2014.74
2023-10-13,Juguetes,Centro,Tienda física,32,970.73,651.96,318.77
2023-10-13,Deportes,Norte,Marketplace,37,2406.66,1532.31,874.35
2023-10-14,Moda,Centro,E-commerce,31,2085.33,1428.8,656.53
2023-10-15,Alimentos,Norte,Distribuidor,11,196.43,117.14,79.29
2023-10-15,Moda,Sur,E-commerce,13,849.95,502.01,347.94
2023-10-16,Hogar,Norte,Tienda física,31,2723.56,1731.37,992.19
2023-10-16,Hogar,Norte,Tienda física,8,742.41,541.57,200.84
2023-10-17,Electrónica,Norte,Distribuidor,6,1987.66,1206.02,781.64
2023-10-17,Electrónica,Norte,Marketplace,27,8963.97,5318.7,3645.27
2023-10-18,Electrónica,Norte,E-commerce,14,4202.85,2899.16,1303.69
2023-10-18,Hogar,Centro,Marketplace,23,2309.17,1639.7,669.47
2023-10-18,Electrónica,Oeste,Tienda física,39,12049.38,8904.04,3145.34
2023-10-19,Electrónica,Norte,E-commerce,24,8237.66,6049.28,2188.38
2023-10-19,Moda,Oeste,Marketplace,19,1221.76,723.7,498.06
2023-10-20,Juguetes,Norte,Marketplace,36,1108.52,727.93,380.59
2023-10-20,Deportes,Oeste,E-commerce,18,1392.63,969.96,422.67
2023-10-20,Electrónica,Centro,Tienda física,21,6509.92,4229.26,2280.66
2023-10-20,Electrónica,Centro,Tienda física,26,8857.63,5095.45,3762.18
2023-10-20,Juguetes,Este,Tienda física,28,964.74,700.22,264.52
2023-10-20,Hogar,Centro,Tienda física,37,3394.3,2089.28,1305.02
2023-10-21,Juguetes,Norte,Tienda física,31,1236.42,764.83,471.59
